Asset being sold,Asset being purchased,Dollar Value,Account Owner
BTC,TWTR,1381125,wPccxlgU
FB,Cash,546,vk49No9e
Cash,GOOG,375,wPccxlgU
GOOG,Cash,40,wPccxlgU
Cash,GOOG,40,wPccxlgU
GOOG,Cash,46,wPccxlgU
Cash,GOOG,46,wPccxlgU
FB,Cash,79,wPccxlgU
GOOG,Cash,142,wPccxlgU
Cash,FB,1774,vk49No9e
Cash,FB,1945,vk49No9e
FB,Cash,5796,vk49No9e
Cash,FB,60,vk49No9e
Cash,GOOG,272,vk49No9e
Cash,GOOG,16402,vk49No9e
GOOG,Cash,17042,vk49No9e
Cash,FB,53,vk49No9e
TWTR,BTC,22,wPccxlgU
FB,Cash,27,vk49No9e
BTC,TWTR,70,wPccxlgU
Cash,FB,58,vk49No9e
Cash,FB,12,vk49No9e
FB,Cash,33,vk49No9e
Cash,FB,44,wPccxlgU
FB,Cash,70,vk49No9e
FB,Cash,306,vk49No9e
Cash,FB,857,vk49No9e
FB,Cash,26,vk49No9e
FB,Cash,23,vk49No9e
Cash,FB,25,vk49No9e
Cash,FB,33,vk49No9e
FB,Cash,21,vk49No9e
Cash,FB,29,vk49No9e
Cash,FB,17,vk49No9e
FB,Cash,19,vk49No9e
Cash,FB,36,vk49No9e
Cash,FB,14,vk49No9e
FB,Cash,81,vk49No9e
Cash,FB,45,vk49No9e
FB,Cash,61,vk49No9e
Cash,FB,22,vk49No9e
Cash,FB,30,vk49No9e
FB,Cash,23,vk49No9e
Cash,GOOG,63,vk49No9e
Cash,GOOG,44,vk49No9e
Cash,GOOG,56,vk49No9e
FB,Cash,17,vk49No9e
Cash,FB,55,vk49No9e
FB,Cash,28,vk49No9e
FB,Cash,43,vk49No9e
FB,Cash,50,vk49No9e
FB,Cash,36,vk49No9e
FB,Cash,35,vk49No9e
FB,Cash,16,vk49No9e
Cash,FB,14,vk49No9e
FB,Cash,32,vk49No9e
GOOG,Cash,41,vk49No9e
Cash,FB,39,vk49No9e
FB,Cash,12,vk49No9e
Cash,FB,48,vk49No9e
FB,Cash,77,vk49No9e
FB,Cash,16,vk49No9e
Cash,FB,17,vk49No9e
FB,Cash,20,vk49No9e
Cash,GOOG,31,vk49No9e
FB,Cash,33,vk49No9e
Cash,FB,20,vk49No9e
Cash,GOOG,354791,vk49No9e
GOOG,Cash,354773,vk49No9e
FB,Cash,23,vk49No9e
Cash,FB,22,vk49No9e
FB,Cash,41,vk49No9e
GOOG,Cash,39,vk49No9e
FB,Cash,37,vk49No9e
FB,Cash,21,vk49No9e
Cash,FB,32,vk49No9e
FB,Cash,20,vk49No9e
FB,Cash,31,vk49No9e
Cash,FB,36,vk49No9e
FB,Cash,14,vk49No9e
Cash,FB,22,vk49No9e
Cash,GOOG,361410,vk49No9e
GOOG,Cash,358215,vk49No9e
Cash,GOOG,354796,vk49No9e
Cash,GOOG,354723,vk49No9e
FB,Cash,50,vk49No9e
Cash,FB,30,vk49No9e
FB,Cash,19,vk49No9e
FB,Cash,36,vk49No9e
FB,Cash,22,vk49No9e
FB,Cash,20,vk49No9e
GOOG,Cash,117,vk49No9e
GOOG,Cash,70,vk49No9e
GOOG,Cash,53,vk49No9e
Cash,FB,19,vk49No9e
FB,Cash,18,vk49No9e
Cash,FB,39,vk49No9e
FB,Cash,17,vk49No9e
Cash,GOOG,44,vk49No9e
FB,Cash,43,vk49No9e
Cash,FB,55,vk49No9e
Cash,FB,19,vk49No9e
TWTR,BTC,165,wPccxlgU
BTC,TWTR,33,wPccxlgU
BTC,TWTR,53,wPccxlgU
BTC,TWTR,25,wPccxlgU
BTC,TWTR,170,wPccxlgU
FB,Cash,54,wPccxlgU
Cash,FB,18,wPccxlgU
FB,Cash,28,wPccxlgU
FB,Cash,55,wPccxlgU
FB,Cash,19,wPccxlgU
FB,Cash,20,wPccxlgU
Cash,FB,21,wPccxlgU
FB,Cash,20,wPccxlgU
Cash,FB,57,wPccxlgU
Cash,GOOG,292,vk49No9e
Cash,GOOG,80,vk49No9e
FB,Cash,35,wPccxlgU
Cash,FB,29,wPccxlgU
Cash,FB,47,wPccxlgU
Cash,FB,61,wPccxlgU
FB,Cash,119,wPccxlgU
FB,Cash,17,wPccxlgU
Cash,FB,51,wPccxlgU
FB,Cash,56,vk49No9e
FB,Cash,32,vk49No9e
GOOG,Cash,84,vk49No9e
FB,Cash,23,wPccxlgU
FB,Cash,23,vk49No9e
Cash,FB,20,vk49No9e
Cash,FB,66,vk49No9e
FB,Cash,450,wPccxlgU
Cash,FB,2796,wPccxlgU
Cash,FB,1661,wPccxlgU
Cash,FB,104,wPccxlgU
Cash,FB,42,wPccxlgU
Cash,FB,108,wPccxlgU
FB,Cash,43,wPccxlgU
FB,Cash,53,wPccxlgU
FB,Cash,115,wPccxlgU
FB,Cash,73,wPccxlgU
Cash,FB,78,wPccxlgU
FB,Cash,43,wPccxlgU
FB,Cash,82,wPccxlgU
Cash,FB,14,wPccxlgU
FB,Cash,48,wPccxlgU
Cash,FB,16,wPccxlgU
Cash,FB,26,wPccxlgU
Cash,FB,15,wPccxlgU
Cash,FB,19,wPccxlgU
Cash,FB,26,wPccxlgU
FB,Cash,10,wPccxlgU
FB,Cash,25,wPccxlgU
FB,Cash,34,wPccxlgU
FB,Cash,22,wPccxlgU
FB,Cash,14,wPccxlgU
FB,Cash,22,wPccxlgU
Cash,FB,23,wPccxlgU
Cash,GOOG,331,wPccxlgU
FB,Cash,20,wPccxlgU
FB,Cash,63,wPccxlgU
Cash,FB,30,wPccxlgU
GOOG,Cash,134,wPccxlgU
FB,Cash,28,wPccxlgU
FB,Cash,24,wPccxlgU
FB,Cash,24,wPccxlgU
Cash,FB,24,wPccxlgU
FB,Cash,141,wPccxlgU
FB,Cash,347,wPccxlgU
GOOG,Cash,411,wPccxlgU
Cash,FB,104,wPccxlgU
Cash,FB,27,wPccxlgU
FB,Cash,19,wPccxlgU
FB,Cash,105,wPccxlgU
Cash,FB,26,wPccxlgU
FB,Cash,28,wPccxlgU
Cash,FB,14,wPccxlgU
Cash,FB,119,wPccxlgU
GOOG,Cash,326,wPccxlgU
GOOG,Cash,35,wPccxlgU
Cash,GOOG,91,wPccxlgU
Cash,FB,17,wPccxlgU
Cash,GOOG,77,wPccxlgU
FB,Cash,22,wPccxlgU
TWTR,BTC,115,vk49No9e
FB,Cash,41,wPccxlgU
FB,Cash,23,wPccxlgU
FB,Cash,27,wPccxlgU
GOOG,Cash,44,wPccxlgU
GOOG,Cash,105,wPccxlgU
Cash,FB,22,wPccxlgU
Cash,FB,134,wPccxlgU
Cash,GOOG,211,wPccxlgU
GOOG,Cash,211,wPccxlgU
Cash,FB,31,wPccxlgU
GOOG,Cash,80,wPccxlgU
Cash,FB,34,wPccxlgU
Cash,FB,15,wPccxlgU
GOOG,Cash,167,wPccxlgU
FB,Cash,36,wPccxlgU
FB,Cash,102,wPccxlgU
FB,Cash,26,wPccxlgU
FB,Cash,46,wPccxlgU
FB,Cash,24,wPccxlgU
FB,Cash,43,wPccxlgU
Cash,FB,210,wPccxlgU
Cash,FB,23,wPccxlgU
Cash,FB,18,wPccxlgU
Cash,FB,10,wPccxlgU
Cash,FB,21,wPccxlgU
FB,Cash,17,wPccxlgU
FB,Cash,12,wPccxlgU
BTC,ZEN,132,wPccxlgU
BTC,ZEN,40,wPccxlgU
TWTR,BTC,139,wPccxlgU
Cash,FB,5,wPccxlgU
TWTR,BTC,103,RvkOmL6z
BTC,ZEN,20,RvkOmL6z
BTC,TWTR,66,RvkOmL6z
GOOG,Cash,84,vk49No9e
BTC,TWTR,765,RvkOmL6z
BTC,TWTR,375,RvkOmL6z
BTC,TWTR,35,RvkOmL6z
GOOG,Cash,111,vk49No9e
GOOG,Cash,111,vk49No9e
Cash,FB,32,vk49No9e
TWTR,BTC,480,RvkOmL6z
Cash,FB,53,vk49No9e
Cash,FB,30,vk49No9e
Cash,FB,18,vk49No9e
GOOG,Cash,25,vk49No9e
Cash,FB,24,vk49No9e
Cash,FB,91,vk49No9e
FB,Cash,27,vk49No9e
GOOG,Cash,85,vk49No9e
GOOG,Cash,60,vk49No9e
FB,Cash,82,vk49No9e
Cash,FB,61,vk49No9e
Cash,FB,26,vk49No9e
Cash,GOOG,85,vk49No9e
Cash,GOOG,73,vk49No9e
Cash,GOOG,73,vk49No9e
FB,Cash,17,vk49No9e
FB,Cash,27,vk49No9e
Cash,FB,30,vk49No9e
Cash,FB,15,vk49No9e
Cash,FB,44,vk49No9e
Cash,FB,63,vk49No9e
FB,Cash,29,vk49No9e
Cash,FB,25,vk49No9e
Cash,FB,25,vk49No9e
FB,Cash,316,vk49No9e
BTC,TWTR,3606,RvkOmL6z
Cash,GOOG,63,wPccxlgU
Cash,FB,31,wPccxlgU
Cash,FB,22,wPccxlgU
FB,Cash,17,wPccxlgU
FB,Cash,13,wPccxlgU
FB,Cash,17,wPccxlgU
FB,Cash,22,wPccxlgU
Cash,FB,15,wPccxlgU
FB,Cash,18,wPccxlgU
FB,Cash,21,wPccxlgU
Cash,FB,12,wPccxlgU
Cash,GOOG,26,wPccxlgU
GOOG,Cash,25,wPccxlgU
Cash,FB,22,wPccxlgU
Cash,FB,31,wPccxlgU
FB,Cash,15,wPccxlgU
Cash,FB,16,wPccxlgU
TWTR,BTC,36,vk49No9e
Cash,GOOG,289,vk49No9e
GOOG,Cash,18,vk49No9e
BTC,TWTR,24,vk49No9e
BTC,TWTR,80,79kRyE6h
Cash,GOOG,53,vk49No9e
GOOG,Cash,15,vk49No9e
Cash,FB,21,vk49No9e
Cash,GOOG,27,vk49No9e
BTC,TWTR,488,79kRyE6h
BTC,TWTR,303,79kRyE6h
BTC,TWTR,146,79kRyE6h
BTC,TWTR,72,79kRyE6h
ZEN,BTC,1540,79kRyE6h
TWTR,BTC,79,79kRyE6h
TWTR,BTC,69,79kRyE6h
BTC,TWTR,112,79kRyE6h
BTC,ZEN,240,vk49No9e
Cash,FB,54,vk49No9e
ZEN,BTC,20,wPccxlgU
Cash,GOOG,1016,vk49No9e
FB,Cash,36,vk49No9e
Cash,FB,12,vk49No9e
Cash,GOOG,40,vk49No9e
GOOG,Cash,70,vk49No9e
GOOG,Cash,44,vk49No9e
FB,Cash,52,vk49No9e
BTC,ZEN,42,wPccxlgU
BTC,ZEN,13,wPccxlgU
BTC,ZEN,15,wPccxlgU
BTC,TWTR,245,79kRyE6h
TWTR,BTC,429,79kRyE6h
TWTR,BTC,55,79kRyE6h
BTC,TWTR,5318,wPccxlgU
Cash,FB,9,wPccxlgU
FB,Cash,7,wPccxlgU
Cash,FB,30,wPccxlgU
Cash,FB,15,wPccxlgU
FB,Cash,10,wPccxlgU
GOOG,Cash,74,vk49No9e
GOOG,Cash,74,vk49No9e
Cash,GOOG,174,wPccxlgU
Cash,GOOG,174,wPccxlgU
GOOG,Cash,28,wPccxlgU
Cash,FB,22,wPccxlgU
GOOG,Cash,25,wPccxlgU
Cash,FB,30,wPccxlgU
FB,Cash,17,wPccxlgU
Cash,FB,71,wPccxlgU
FB,Cash,12,wPccxlgU
FB,Cash,26,wPccxlgU
Cash,FB,16,wPccxlgU
Cash,FB,12,wPccxlgU
FB,Cash,14,wPccxlgU
Cash,FB,67,wPccxlgU
Cash,FB,115,vk49No9e
GOOG,Cash,66,wPccxlgU
Cash,FB,70,vk49No9e
Cash,GOOG,187,wPccxlgU
Cash,FB,23,wPccxlgU
Cash,FB,15,wPccxlgU
GOOG,Cash,243,vk49No9e
FB,Cash,49,vk49No9e
Cash,FB,22,vk49No9e
FB,Cash,17,vk49No9e
Cash,FB,77,vk49No9e
FB,Cash,20,vk49No9e
Cash,FB,32,vk49No9e
Cash,FB,24,vk49No9e
FB,Cash,22,vk49No9e
FB,Cash,86,vk49No9e
Cash,GOOG,69,vk49No9e
Cash,FB,22,vk49No9e
GOOG,Cash,27,vk49No9e
GOOG,Cash,27,vk49No9e
Cash,GOOG,160,vk49No9e
FB,Cash,44,vk49No9e
Cash,GOOG,37,vk49No9e
Cash,FB,22,vk49No9e
FB,Cash,20,wPccxlgU
Cash,FB,35,vk49No9e
TWTR,BTC,41,wPccxlgU
FB,Cash,41,vk49No9e
Cash,FB,55,vk49No9e
TWTR,BTC,94,wPccxlgU
Cash,FB,325,wPccxlgU
BTC,TWTR,58,vk49No9e
Cash,FB,8,wPccxlgU
Cash,GOOG,80,wPccxlgU
TWTR,BTC,75,wPccxlgU
Cash,GOOG,46,wPccxlgU
FB,Cash,30,wPccxlgU
Cash,FB,8,wPccxlgU
Cash,GOOG,22,wPccxlgU
TWTR,BTC,77,wPccxlgU
BTC,TWTR,18,wPccxlgU
BTC,TWTR,16,wPccxlgU
FB,Cash,10,vk49No9e
Cash,FB,10,wPccxlgU
MSFT,BTC,51,vk49No9e
BTC,TWTR,37,wPccxlgU
TWTR,BTC,15,wPccxlgU
BTC,TWTR,8,wPccxlgU
BTC,TWTR,8,wPccxlgU
BTC,TWTR,20,wPccxlgU
BTC,TWTR,18,wPccxlgU
TWTR,BTC,11,wPccxlgU
TWTR,BTC,7,wPccxlgU
BTC,TWTR,5,wPccxlgU
BTC,TWTR,6,wPccxlgU
TWTR,BTC,7,wPccxlgU
BTC,TWTR,7,wPccxlgU
TWTR,BTC,9,wPccxlgU
Cash,FB,37,wPccxlgU
FB,Cash,17,wPccxlgU
Cash,FB,171,wPccxlgU
FB,Cash,9,wPccxlgU
Cash,GOOG,154,wPccxlgU
FB,Cash,81,wPccxlgU
Cash,GOOG,69,wPccxlgU
TWTR,BTC,267,RvkOmL6z
FB,Cash,12,wPccxlgU
GOOG,Cash,30,wPccxlgU
GOOG,Cash,25,wPccxlgU
Cash,FB,39,wPccxlgU
TWTR,BTC,89,RvkOmL6z
TWTR,BTC,17,RvkOmL6z
TWTR,BTC,62,RvkOmL6z
BTC,TWTR,47,RvkOmL6z
TWTR,BTC,308,RvkOmL6z
TWTR,BTC,19,RvkOmL6z
Cash,GOOG,258,vk49No9e
GOOG,Cash,153,wPccxlgU
TWTR,BTC,71,vk49No9e
FB,Cash,23,wPccxlgU
Cash,FB,33,wPccxlgU
FB,Cash,68578,vk49No9e
FB,Cash,68570,vk49No9e
FB,Cash,20,wPccxlgU
FB,Cash,36,wPccxlgU
FB,Cash,68490,vk49No9e
FB,Cash,13,wPccxlgU
Cash,FB,68326,vk49No9e
GOOG,Cash,66442,vk49No9e
GOOG,Cash,124,vk49No9e
FB,Cash,6,wPccxlgU
FB,Cash,16,wPccxlgU
FB,Cash,13,wPccxlgU
GOOG,Cash,117,wPccxlgU
Cash,FB,33,wPccxlgU
GOOG,Cash,329,wPccxlgU
Cash,GOOG,212,wPccxlgU
Cash,FB,19,wPccxlgU
Cash,GOOG,49,wPccxlgU
Cash,FB,99,vk49No9e
Cash,FB,11,wPccxlgU
Cash,FB,125,wPccxlgU
FB,Cash,50,vk49No9e
GOOG,Cash,79,wPccxlgU
Cash,FB,32,wPccxlgU
FB,Cash,26,wPccxlgU
Cash,GOOG,47,wPccxlgU
FB,Cash,12,wPccxlgU
Cash,FB,142,vk49No9e
Cash,GOOG,91,wPccxlgU
GOOG,Cash,74,wPccxlgU
Cash,GOOG,100,wPccxlgU
GOOG,Cash,100,wPccxlgU
Cash,FB,131,vk49No9e
Cash,FB,38,vk49No9e
FB,Cash,17,wPccxlgU
Cash,FB,71,wPccxlgU
FB,Cash,87,wPccxlgU
FB,Cash,154,vk49No9e
FB,Cash,96,wPccxlgU
FB,Cash,182,vk49No9e
FB,Cash,28,wPccxlgU
Cash,FB,14,wPccxlgU
Cash,FB,26,wPccxlgU
FB,Cash,13,wPccxlgU
FB,Cash,17,wPccxlgU
Cash,FB,42,wPccxlgU
FB,Cash,33,wPccxlgU
FB,Cash,25,wPccxlgU
GOOG,Cash,109,vk49No9e
Cash,FB,13,wPccxlgU
Cash,FB,28,wPccxlgU
FB,Cash,17,wPccxlgU
FB,Cash,67,vk49No9e
Cash,GOOG,77,vk49No9e
FB,Cash,50,wPccxlgU
FB,Cash,34,wPccxlgU
FB,Cash,26,wPccxlgU
FB,Cash,25,wPccxlgU
Cash,FB,28,wPccxlgU
FB,Cash,16,wPccxlgU
Cash,FB,153,wPccxlgU
Cash,FB,21,wPccxlgU
FB,Cash,15,wPccxlgU
Cash,FB,44,vk49No9e
GOOG,Cash,106,vk49No9e
Cash,GOOG,303,wPccxlgU
Cash,FB,12,wPccxlgU
Cash,GOOG,358,vk49No9e
Cash,FB,20,wPccxlgU
Cash,FB,77,wPccxlgU
Cash,FB,21,wPccxlgU
FB,Cash,30,wPccxlgU
Cash,FB,9,wPccxlgU
FB,Cash,10,wPccxlgU
Cash,FB,51,vk49No9e
Cash,FB,26,vk49No9e
FB,Cash,48,vk49No9e
Cash,FB,134,vk49No9e
TWTR,BTC,3871,wPccxlgU
TWTR,BTC,55,wPccxlgU
Cash,FB,138,vk49No9e
Cash,FB,24,vk49No9e
Cash,FB,338,vk49No9e
Cash,FB,20,vk49No9e
Cash,GOOG,79,vk49No9e
Cash,FB,48,vk49No9e
FB,Cash,17,vk49No9e
Cash,GOOG,56,vk49No9e
FB,Cash,18,vk49No9e
Cash,FB,24,vk49No9e
FB,Cash,24,vk49No9e
Cash,FB,17,vk49No9e
Cash,FB,96,vk49No9e
Cash,FB,43,vk49No9e
Cash,FB,19,vk49No9e
Cash,FB,35,vk49No9e
FB,Cash,22,vk49No9e
FB,Cash,14,vk49No9e
Cash,FB,21,vk49No9e
FB,Cash,27,vk49No9e
FB,Cash,27,vk49No9e
FB,Cash,20,vk49No9e
FB,Cash,12,vk49No9e
Cash,FB,29,vk49No9e
Cash,FB,17,vk49No9e
FB,Cash,40,vk49No9e
FB,Cash,12,wPccxlgU
Cash,FB,21,vk49No9e
Cash,FB,23,vk49No9e
FB,Cash,56,vk49No9e
GOOG,Cash,79,vk49No9e
Cash,FB,25,vk49No9e
FB,Cash,24,vk49No9e
BTC,TWTR,43,RvkOmL6z
GOOG,Cash,30,vk49No9e
Cash,FB,25,vk49No9e
Cash,FB,61,vk49No9e
BTC,TWTR,86,RvkOmL6z
BTC,TWTR,33,RvkOmL6z
BTC,TWTR,35,RvkOmL6z
BTC,TWTR,41,RvkOmL6z
BTC,TWTR,26,RvkOmL6z
BTC,TWTR,29,RvkOmL6z
TWTR,BTC,47,RvkOmL6z
TWTR,BTC,27,RvkOmL6z
TWTR,BTC,35,RvkOmL6z
TWTR,BTC,39,RvkOmL6z
BTC,TWTR,58,RvkOmL6z
TWTR,BTC,165,RvkOmL6z
Cash,FB,7,wPccxlgU
TWTR,BTC,1721,RvkOmL6z
TWTR,BTC,31,RvkOmL6z
BTC,TWTR,47,RvkOmL6z
BTC,TWTR,248427,wPccxlgU
BTC,TWTR,24,wPccxlgU
GOOG,Cash,228,vk49No9e
Cash,FB,157,vk49No9e
TWTR,BTC,53,wPccxlgU
FB,Cash,357,vk49No9e
Cash,GOOG,137,vk49No9e
BTC,TWTR,42,wPccxlgU
FB,Cash,946,vk49No9e
FB,Cash,33,vk49No9e
FB,Cash,59,vk49No9e
FB,Cash,45,vk49No9e
Cash,FB,83,vk49No9e
Cash,FB,47,vk49No9e
Cash,FB,243,vk49No9e
FB,Cash,21,vk49No9e
Cash,FB,75,vk49No9e
FB,Cash,23,vk49No9e
Cash,FB,15,vk49No9e
FB,Cash,26,vk49No9e
Cash,FB,66,vk49No9e
GOOG,Cash,23,vk49No9e
Cash,GOOG,24,vk49No9e
Cash,FB,27,vk49No9e
FB,Cash,63,vk49No9e
Cash,FB,11,wPccxlgU
FB,Cash,7,wPccxlgU
Cash,FB,72,wPccxlgU
Cash,FB,17,wPccxlgU
Cash,GOOG,48,vk49No9e
Cash,FB,14,wPccxlgU
FB,Cash,35,vk49No9e
GOOG,Cash,56,vk49No9e
Cash,FB,14,wPccxlgU
Cash,FB,9,wPccxlgU
Cash,FB,11,wPccxlgU
FB,Cash,11,wPccxlgU
FB,Cash,11,wPccxlgU
Cash,FB,15,vk49No9e
FB,Cash,8,wPccxlgU
Cash,FB,8,wPccxlgU
Cash,FB,7,wPccxlgU
FB,Cash,6,wPccxlgU
Cash,FB,25,vk49No9e
FB,Cash,17,wPccxlgU
Cash,FB,111,vk49No9e
GOOG,Cash,17,vk49No9e
FB,Cash,60,vk49No9e
FB,Cash,23,vk49No9e
TWTR,BTC,19,wPccxlgU
TWTR,BTC,69,wPccxlgU
Cash,FB,13,vk49No9e
FB,Cash,28,vk49No9e
FB,Cash,22,vk49No9e
Cash,GOOG,19,vk49No9e
FB,Cash,46,vk49No9e
Cash,FB,18,vk49No9e
FB,Cash,17,vk49No9e
GOOG,Cash,94,vk49No9e
FB,Cash,31,vk49No9e
Cash,FB,79,vk49No9e
Cash,FB,40,vk49No9e
FB,Cash,36,vk49No9e
Cash,GOOG,24,vk49No9e
Cash,GOOG,18,vk49No9e
GOOG,Cash,67,vk49No9e
Cash,FB,20,vk49No9e
Cash,FB,37,vk49No9e
Cash,FB,32,vk49No9e
GOOG,Cash,32,vk49No9e
Cash,FB,22,vk49No9e
Cash,FB,23,vk49No9e
Cash,FB,21,vk49No9e
FB,Cash,34,vk49No9e
GOOG,Cash,80,vk49No9e
FB,Cash,212,vk49No9e
FB,Cash,17,vk49No9e
Cash,FB,100,vk49No9e
GOOG,Cash,20,vk49No9e
GOOG,Cash,37,UDkHUUNw
Cash,GOOG,333957,UDkHUUNw
Cash,FB,92,vk49No9e
Cash,FB,454,vk49No9e
Cash,FB,164,vk49No9e
GOOG,Cash,56,vk49No9e
Cash,GOOG,22,vk49No9e
FB,Cash,110,vk49No9e
BTC,TWTR,1212,wPccxlgU
Cash,GOOG,2671,wPccxlgU
FB,Cash,21,vk49No9e
GOOG,Cash,98,vk49No9e
FB,Cash,59,vk49No9e
BTC,ZEN,31,wPccxlgU
BTC,ZEN,20,wPccxlgU
GOOG,Cash,41,vk49No9e
TWTR,BTC,21,wPccxlgU
Cash,FB,15,vk49No9e
FB,Cash,32,vk49No9e
FB,Cash,111,vk49No9e
Cash,FB,34,vk49No9e
FB,Cash,31,vk49No9e
FB,Cash,119,vk49No9e
FB,Cash,71,vk49No9e
FB,Cash,66,vk49No9e
FB,Cash,24,vk49No9e
Cash,FB,30,vk49No9e
Cash,FB,35,vk49No9e
FB,Cash,58,vk49No9e
FB,Cash,19,vk49No9e
FB,Cash,52,vk49No9e
FB,Cash,18,vk49No9e
FB,Cash,17,vk49No9e
FB,Cash,22,vk49No9e
TWTR,BTC,238,wPccxlgU
FB,Cash,23,vk49No9e
FB,Cash,19,vk49No9e
FB,Cash,11,vk49No9e
FB,Cash,15,vk49No9e
FB,Cash,26,vk49No9e
Cash,FB,24,vk49No9e
Cash,FB,15,vk49No9e
GOOG,Cash,95,vk49No9e
FB,Cash,33,vk49No9e
Cash,FB,20,vk49No9e
FB,Cash,26,vk49No9e
Cash,FB,28,vk49No9e
GOOG,Cash,19,vk49No9e
Cash,FB,18,vk49No9e
GOOG,Cash,58,vk49No9e
FB,Cash,28,vk49No9e
Cash,GOOG,46,vk49No9e
FB,Cash,98,vk49No9e
FB,Cash,37,vk49No9e
Cash,GOOG,21,vk49No9e
Cash,GOOG,71,vk49No9e
FB,Cash,29,vk49No9e
Cash,FB,15,vk49No9e
Cash,FB,53,vk49No9e
Cash,FB,16,vk49No9e
ZEN,BTC,30,RvkOmL6z
BTC,TWTR,347895,RvkOmL6z
GOOG,Cash,68,wPccxlgU
FB,Cash,1090,wPccxlgU
Cash,FB,22,wPccxlgU
Cash,FB,17,wPccxlgU
Cash,GOOG,58,wPccxlgU
BTC,ZEN,160,wPccxlgU
Cash,GOOG,61,wPccxlgU
FB,Cash,32,wPccxlgU
FB,Cash,50,wPccxlgU
Cash,FB,13,wPccxlgU
Cash,FB,10,wPccxlgU
FB,Cash,20,wPccxlgU
FB,Cash,17,wPccxlgU
FB,Cash,21,wPccxlgU
GOOG,Cash,55,wPccxlgU
Cash,GOOG,148,wPccxlgU
FB,Cash,66,wPccxlgU
FB,Cash,19,wPccxlgU
Cash,FB,17,wPccxlgU
Cash,FB,15,wPccxlgU
FB,Cash,12,wPccxlgU
TWTR,BTC,77,vk49No9e
Cash,FB,3116,wPccxlgU
MSFT,BTC,25,wPccxlgU
MSFT,BTC,26,wPccxlgU
MSFT,BTC,14,wPccxlgU
Cash,GOOG,23,wPccxlgU
Cash,FB,11,wPccxlgU
Cash,FB,19,wPccxlgU
FB,Cash,11,wPccxlgU
FB,Cash,20,wPccxlgU
BTC,MSFT,10,wPccxlgU
MSFT,BTC,10,wPccxlgU
MSFT,BTC,14,wPccxlgU
MSFT,BTC,1638,wPccxlgU
FB,Cash,13,wPccxlgU
FB,Cash,16,wPccxlgU
Cash,GOOG,26,wPccxlgU
FB,Cash,11,wPccxlgU
FB,Cash,19,wPccxlgU
Cash,GOOG,23,wPccxlgU
FB,Cash,14,wPccxlgU
Cash,FB,14,wPccxlgU
Cash,FB,20,wPccxlgU
Cash,GOOG,26,wPccxlgU
FB,Cash,13,wPccxlgU
FB,Cash,18,wPccxlgU
FB,Cash,12,wPccxlgU
Cash,GOOG,22,wPccxlgU
FB,Cash,19,wPccxlgU
Cash,FB,18,wPccxlgU
Cash,FB,26,wPccxlgU
Cash,FB,9,wPccxlgU
FB,Cash,24,wPccxlgU
Cash,FB,8,wPccxlgU
FB,Cash,28,wPccxlgU
MSFT,BTC,18,wPccxlgU
BTC,MSFT,11,wPccxlgU
BTC,MSFT,10,wPccxlgU
MSFT,BTC,10,wPccxlgU
BTC,MSFT,20,wPccxlgU
MSFT,BTC,10,wPccxlgU
BTC,MSFT,9,wPccxlgU
MSFT,BTC,11,wPccxlgU
MSFT,BTC,9,wPccxlgU
MSFT,BTC,9,wPccxlgU
TWTR,BTC,85,wPccxlgU
BTC,TWTR,6,wPccxlgU
TWTR,BTC,75,wPccxlgU
TWTR,BTC,15,wPccxlgU
BTC,TWTR,38,wPccxlgU
BTC,TWTR,15,wPccxlgU
BTC,TWTR,12,wPccxlgU
BTC,TWTR,13,wPccxlgU
TWTR,BTC,14,wPccxlgU
TWTR,BTC,11,wPccxlgU
BTC,TWTR,52,wPccxlgU
BTC,TWTR,12,wPccxlgU
TWTR,BTC,11,wPccxlgU
Cash,FB,68,vk49No9e
TWTR,BTC,20,wPccxlgU
TWTR,BTC,16,wPccxlgU
FB,Cash,22,vk49No9e
Cash,FB,16,vk49No9e
TWTR,BTC,23,wPccxlgU
FB,Cash,20,vk49No9e
BTC,TWTR,15,wPccxlgU
BTC,TWTR,14,wPccxlgU
Cash,FB,16,vk49No9e
Cash,FB,12,vk49No9e
Cash,FB,12,vk49No9e
FB,Cash,18,vk49No9e
Cash,FB,14,vk49No9e
Cash,FB,58,wPccxlgU
Cash,FB,26,wPccxlgU
MSFT,BTC,123,vk49No9e
BTC,MSFT,75,vk49No9e
BTC,TWTR,20,wPccxlgU
Cash,FB,8,vk49No9e
ZEN,BTC,521379,79kRyE6h
ZEN,BTC,106,79kRyE6h
BTC,ZEN,130,79kRyE6h
BTC,ZEN,163,79kRyE6h
Cash,FB,367,wPccxlgU
FB,Cash,24,vk49No9e
FB,Cash,184,vk49No9e
FB,Cash,23,vk49No9e
GOOG,Cash,18,vk49No9e
Cash,FB,53,vk49No9e
FB,Cash,27,vk49No9e
Cash,FB,55,vk49No9e
Cash,FB,95,vk49No9e
FB,Cash,53,vk49No9e
FB,Cash,23,vk49No9e
Cash,FB,20,vk49No9e
Cash,FB,21,vk49No9e
Cash,FB,17,vk49No9e
Cash,FB,121,vk49No9e
Cash,FB,34,vk49No9e
GOOG,Cash,69,vk49No9e
FB,Cash,29,vk49No9e
GOOG,Cash,176,vk49No9e
Cash,FB,23,vk49No9e
FB,Cash,23,vk49No9e
